FID,index,x,y,dx,dy,,
4615,a-126x-14.4,-126,-14.4,-125.1230011,-13.8982,-0.8769989,-0.5018
4616,a-122.4x-14.4,-122.4,-14.4,-121.5569992,-13.8785,-0.8430008,-0.5215
4617,a-118.8x-14.4,-118.8,-14.4,-117.9919968,-13.8667002,-0.8080032,-0.5332998
4618,a-115.2x-14.4,-115.2,-14.4,-114.4349976,-13.8598003,-0.7650024,-0.5401997
4619,a-111.6x-14.4,-111.6,-14.4,-110.8899994,-13.8556995,-0.7100006,-0.5443005
4620,a-108x-14.4,-108,-14.4,-107.3420029,-13.8608999,-0.6579971,-0.5391001
4621,a-104.4x-14.4,-104.4,-14.4,-103.788002,-13.8736,-0.611998,-0.5264
4622,a-100.8x-14.4,-100.8,-14.4,-100.2310028,-13.8934002,-0.5689972,-0.5065998
4623,a-97.2x-14.4,-97.2,-14.4,-96.6735992,-13.9224997,-0.5264008,-0.4775003
4624,a-93.6x-14.4,-93.6,-14.4,-93.1106033,-13.9589996,-0.4893967,-0.4410004
4625,a-90x-14.4,-90,-14.4,-89.5339966,-13.9899998,-0.4660034,-0.4100002
4626,a-86.4x-14.4,-86.4,-14.4,-85.9459,-14.0292997,-0.4541,-0.3707003
4627,a-82.8x-14.4,-82.8,-14.4,-82.3523026,-14.0601997,-0.4476974,-0.3398003
4628,a-79.2x-14.4,-79.2,-14.4,-78.7580032,-14.0824003,-0.4419968,-0.3175997
4629,a-75.6x-14.4,-75.6,-14.4,-75.1595001,-14.1037998,-0.4404999,-0.2962002
4630,a-72x-14.4,-72,-14.4,-71.5542984,-14.1141005,-0.4457016,-0.2858995
4631,a-68.4x-14.4,-68.4,-14.4,-67.949501,-14.1220999,-0.450499,-0.2779001
4632,a-64.8x-14.4,-64.8,-14.4,-64.3498993,-14.1253996,-0.4501007,-0.2746004
4633,a-61.2x-14.4,-61.2,-14.4,-60.7541008,-14.1252003,-0.4458992,-0.2747997
4634,a-57.6x-14.4,-57.6,-14.4,-57.1593018,-14.1226997,-0.4406982,-0.2773003
4635,a-54x-14.4,-54,-14.4,-53.5647011,-14.1189003,-0.4352989,-0.2810997
4636,a-50.4x-14.4,-50.4,-14.4,-49.9733009,-14.1146002,-0.4266991,-0.2853998
4637,a-46.8x-14.4,-46.8,-14.4,-46.3863983,-14.1103001,-0.4136017,-0.2896999
4638,a-43.2x-14.4,-43.2,-14.4,-42.8009987,-14.1063004,-0.3990013,-0.2936996
4639,a-39.6x-14.4,-39.6,-14.4,-39.2150002,-14.1028004,-0.3849998,-0.2971996
4640,a-36x-14.4,-36,-14.4,-35.6292992,-14.0998001,-0.3707008,-0.3001999
4641,a-32.4x-14.4,-32.4,-14.4,-32.0455017,-14.0972996,-0.3544983,-0.3027004
4642,a-28.8x-14.4,-28.8,-14.4,-28.4629993,-14.0952997,-0.3370007,-0.3047003
4643,a-25.2x-14.4,-25.2,-14.4,-24.8803005,-14.0937996,-0.3196995,-0.3062004
4644,a-21.6x-14.4,-21.6,-14.4,-21.2968006,-14.0925999,-0.3031994,-0.3074001
4645,a-18x-14.4,-18,-14.4,-17.7138004,-14.0917997,-0.2861996,-0.3082003
4646,a-14.4x-14.4,-14.4,-14.4,-14.1314001,-14.0911999,-0.2685999,-0.3088001
4647,a-10.8x-14.4,-10.8,-14.4,-10.5488005,-14.0908003,-0.2511995,-0.3091997
4648,a-7.2x-14.4,-7.2,-14.4,-6.96596,-14.0906,-0.23404,-0.3094
4649,a-3.6x-14.4,-3.6,-14.4,-3.3834801,-14.0904999,-0.2165199,-0.3095001
4650,a0x-14.4,0,-14.4,0.198833,-14.0904999,-0.198833,-0.3095001
4651,a3.6x-14.4,3.6,-14.4,3.7820699,-14.0906,-0.1820699,-0.3094
4652,a7.2x-14.4,7.2,-14.4,7.3656602,-14.0907001,-0.1656602,-0.3092999
4653,a10.8x-14.4,10.8,-14.4,10.9478998,-14.0909004,-0.1478998,-0.3090996
4654,a14.4x-14.4,14.4,-14.4,14.5298004,-14.0910997,-0.1298004,-0.3089003
4655,a18x-14.4,18,-14.4,18.1128998,-14.0911999,-0.1128998,-0.3088001
4656,a21.6x-14.4,21.6,-14.4,21.6973,-14.0914001,-0.0973,-0.3085999
4657,a25.2x-14.4,25.2,-14.4,25.280899,-14.0916004,-0.080899,-0.3083996
4658,a28.8x-14.4,28.8,-14.4,28.8626003,-14.0916996,-0.0626003,-0.3083004
4659,a32.4x-14.4,32.4,-14.4,32.4445,-14.0918999,-0.0445,-0.3081001
4660,a36x-14.4,36,-14.4,36.0290985,-14.092,-0.0290985,-0.308
4661,a39.6x-14.4,39.6,-14.4,39.6144981,-14.0921001,-0.0144981,-0.3078999
4662,a43.2x-14.4,43.2,-14.4,43.1969986,-14.0922003,0.0030014,-0.3077997
4663,a46.8x-14.4,46.8,-14.4,46.7779007,-14.0922003,0.0220993,-0.3077997
4664,a50.4x-14.4,50.4,-14.4,50.3613014,-14.0923004,0.0386986,-0.3076996
4665,a54x-14.4,54,-14.4,53.9476013,-14.0923004,0.0523987,-0.3076996
4666,a57.6x-14.4,57.6,-14.4,57.5329018,-14.0923004,0.0670982,-0.3076996
4667,a61.2x-14.4,61.2,-14.4,61.1136017,-14.0922003,0.0863983,-0.3077997
4668,a64.8x-14.4,64.8,-14.4,64.6940994,-14.0921001,0.1059006,-0.3078999
4669,a68.4x-14.4,68.4,-14.4,68.280098,-14.0921001,0.119902,-0.3078999
4670,a72x-14.4,72,-14.4,71.8675003,-14.0918999,0.1324997,-0.3081001
4671,a75.6x-14.4,75.6,-14.4,75.4508972,-14.0917997,0.1491028,-0.3082003
4672,a79.2x-14.4,79.2,-14.4,79.0310974,-14.0916004,0.1689026,-0.3083996
4673,a82.8x-14.4,82.8,-14.4,82.6137009,-14.0914001,0.1862991,-0.3085999
4674,a86.4x-14.4,86.4,-14.4,86.2016983,-14.0911999,0.1983017,-0.3088001
4675,a90x-14.4,90,-14.4,89.7891998,-14.0909996,0.2108002,-0.3090004
4676,a93.6x-14.4,93.6,-14.4,93.3712006,-14.0908003,0.2287994,-0.3091997
4677,a97.2x-14.4,97.2,-14.4,96.9520035,-14.0904999,0.2479965,-0.3095001
4678,a100.8x-14.4,100.8,-14.4,100.538002,-14.0902004,0.261998,-0.3097996
4679,a104.4x-14.4,104.4,-14.4,104.1289978,-14.0899,0.2710022,-0.3101
4680,a108x-14.4,108,-14.4,107.7160034,-14.0895004,0.2839966,-0.3104996
4681,a111.6x-14.4,111.6,-14.4,111.2959976,-14.0892,0.3040024,-0.3108
4682,a115.2x-14.4,115.2,-14.4,114.8779984,-14.0888004,0.3220016,-0.3111996
4683,a118.8x-14.4,118.8,-14.4,118.4680023,-14.0883999,0.3319977,-0.3116001
4684,a122.4x-14.4,122.4,-14.4,122.0599976,-14.0880003,0.3400024,-0.3119997
4685,a126x-14.4,126,-14.4,125.6429977,-14.0874996,0.3570023,-0.3125004
4686,a129.6x-14.4,129.6,-14.4,129.220993,-14.0871,0.379007,-0.3129
4687,a133.2x-14.4,133.2,-14.4,132.8070068,-14.0866003,0.3929932,-0.3133997
4688,a136.8x-14.4,136.8,-14.4,136.397995,-14.0860996,0.402005,-0.3139004
4689,a140.4x-14.4,140.4,-14.4,139.9859924,-14.0855999,0.4140076,-0.3144001
4690,a144x-14.4,144,-14.4,143.5650024,-14.0851002,0.4349976,-0.3148998
4691,a147.6x-14.4,147.6,-14.4,147.1450043,-14.0846004,0.4549957,-0.3153996
4692,a151.2x-14.4,151.2,-14.4,150.7350006,-14.0840998,0.4649994,-0.3159002
4693,a154.8x-14.4,154.8,-14.4,154.3280029,-14.0834999,0.4719971,-0.3165001
4694,a158.4x-14.4,158.4,-14.4,157.9129944,-14.0830002,0.4870056,-0.3169998
4695,a162x-14.4,162,-14.4,161.4909973,-14.0825005,0.5090027,-0.3174995
4696,a165.6x-14.4,165.6,-14.4,165.0749969,-14.0818996,0.5250031,-0.3181004
4697,a169.2x-14.4,169.2,-14.4,168.6719971,-14.0813999,0.5280029,-0.3186001
4698,a172.8x-14.4,172.8,-14.4,172.2660065,-14.0809002,0.5339935,-0.3190998
4699,a176.4x-14.4,176.4,-14.4,175.852005,-14.0803003,0.547995,-0.3196997
4700,a-180x-10.8,-180,-10.8,-178.9140015,-10.5023003,-1.0859985,-0.2976997
4701,a-176.4x-10.8,-176.4,-10.8,-175.3300018,-10.5002003,-1.0699982,-0.2997997
4702,a-172.8x-10.8,-172.8,-10.8,-171.7380066,-10.4973001,-1.0619934,-0.3026999
4703,a-169.2x-10.8,-169.2,-10.8,-168.1380005,-10.4933996,-1.0619995,-0.3066004
4704,a-165.6x-10.8,-165.6,-10.8,-164.5399933,-10.4884005,-1.0600067,-0.3115995
4705,a-162x-10.8,-162,-10.8,-160.9530029,-10.4820004,-1.0469971,-0.3179996
4706,a-158.4x-10.8,-158.4,-10.8,-157.3650055,-10.4738998,-1.0349945,-0.3261002
4707,a-154.8x-10.8,-154.8,-10.8,-153.7689972,-10.4637003,-1.0310028,-0.3362997
4708,a-151.2x-10.8,-151.2,-10.8,-150.1699982,-10.4512997,-1.0300018,-0.3487003
4709,a-147.6x-10.8,-147.6,-10.8,-146.5780029,-10.4363003,-1.0219971,-0.3636997
4710,a-144x-10.8,-144,-10.8,-142.9940033,-10.4187002,-1.0059967,-0.3812998
4711,a-140.4x-10.8,-140.4,-10.8,-139.4109955,-10.3980999,-0.9890045,-0.4019001
4712,a-136.8x-10.8,-136.8,-10.8,-135.8209991,-10.3754997,-0.9790009,-0.4245003
4713,a-133.2x-10.8,-133.2,-10.8,-132.2359924,-10.3511,-0.9640076,-0.4489
4714,a-129.6x-10.8,-129.6,-10.8,-128.6640015,-10.3256998,-0.9359985,-0.4743002
4715,a-126x-10.8,-126,-10.8,-125.1009979,-10.3021002,-0.8990021,-0.4978998
4716,a-122.4x-10.8,-122.4,-10.8,-121.5390015,-10.2833996,-0.8609985,-0.5166004
4717,a-118.8x-10.8,-118.8,-10.8,-117.9769974,-10.2596998,-0.8230026,-0.5403002
4718,a-115.2x-10.8,-115.2,-10.8,-114.427002,-10.2427998,-0.772998,-0.5572002
4719,a-111.6x-10.8,-111.6,-10.8,-110.8899994,-10.2378998,-0.7100006,-0.5621002
4720,a-108x-10.8,-108,-10.8,-107.3519974,-10.2424002,-0.6480026,-0.5575998
4721,a-104.4x-10.8,-104.4,-10.8,-103.8069992,-10.2601004,-0.5930008,-0.5398996
4722,a-100.8x-10.8,-100.8,-10.8,-100.2580032,-10.2875004,-0.5419968,-0.5124996
4723,a-97.2x-10.8,-97.2,-10.8,-96.707901,-10.3214998,-0.492099,-0.4785002
4724,a-93.6x-10.8,-93.6,-10.8,-93.1490021,-10.3582001,-0.4509979,-0.4417999
4725,a-90x-10.8,-90,-10.8,-89.5726013,-10.4090996,-0.4273987,-0.3909004
4726,a-86.4x-10.8,-86.4,-10.8,-85.9826965,-10.4394999,-0.4173035,-0.3605001
4727,a-82.8x-10.8,-82.8,-10.8,-82.3837967,-10.4787998,-0.4162033,-0.3212002
4728,a-79.2x-10.8,-79.2,-10.8,-78.7823029,-10.5170002,-0.4176971,-0.2829998
4729,a-75.6x-10.8,-75.6,-10.8,-75.1765976,-10.5335999,-0.4234024,-0.2664001
4730,a-72x-10.8,-72,-10.8,-71.5643997,-10.5551996,-0.4356003,-0.2448004
4731,a-68.4x-10.8,-68.4,-10.8,-67.9533997,-10.5619001,-0.4466003,-0.2380999
4732,a-64.8x-10.8,-64.8,-10.8,-64.3496017,-10.5609999,-0.4503983,-0.2390001
4733,a-61.2x-10.8,-61.2,-10.8,-60.7509003,-10.5572996,-0.4490997,-0.2427004
4734,a-57.6x-10.8,-57.6,-10.8,-57.1544991,-10.5516005,-0.4455009,-0.2483995
4735,a-54x-10.8,-54,-10.8,-53.5592995,-10.5447998,-0.4407005,-0.2552002
4736,a-50.4x-10.8,-50.4,-10.8,-49.9678001,-10.5381002,-0.4321999,-0.2618998
4737,a-46.8x-10.8,-46.8,-10.8,-46.3813019,-10.5319004,-0.4186981,-0.2680996
4738,a-43.2x-10.8,-43.2,-10.8,-42.7966003,-10.5263996,-0.4033997,-0.2736004
4739,a-39.6x-10.8,-39.6,-10.8,-39.2112999,-10.5218,-0.3887001,-0.2782
4740,a-36x-10.8,-36,-10.8,-35.6263008,-10.5179996,-0.3736992,-0.2820004
4741,a-32.4x-10.8,-32.4,-10.8,-32.0429993,-10.5150003,-0.3570007,-0.2849997
4742,a-28.8x-10.8,-28.8,-10.8,-28.4610996,-10.5127001,-0.3389004,-0.2872999
4743,a-25.2x-10.8,-25.2,-10.8,-24.8789005,-10.5109997,-0.3210995,-0.2890003
4744,a-21.6x-10.8,-21.6,-10.8,-21.2957993,-10.5096998,-0.3042007,-0.2903002
4745,a-18x-10.8,-18,-10.8,-17.7131004,-10.5087996,-0.2868996,-0.2912004
4746,a-14.4x-10.8,-14.4,-10.8,-14.1309996,-10.5082998,-0.2690004,-0.2917002
4747,a-10.8x-10.8,-10.8,-10.8,-10.5485001,-10.5079002,-0.2514999,-0.2920998
4748,a-7.2x-10.8,-7.2,-10.8,-6.9658298,-10.5077,-0.2341702,-0.2923
4749,a-3.6x-10.8,-3.6,-10.8,-3.38346,-10.5077,-0.21654,-0.2923
4750,a0x-10.8,0,-10.8,0.198767,-10.5077,-0.198767,-0.2923
4751,a3.6x-10.8,3.6,-10.8,3.78195,-10.5079002,-0.18195,-0.2920998
4752,a7.2x-10.8,7.2,-10.8,7.36549,-10.5080004,-0.16549,-0.2919996
4753,a10.8x-10.8,10.8,-10.8,10.9476995,-10.5081997,-0.1476995,-0.2918003
4754,a14.4x-10.8,14.4,-10.8,14.5296001,-10.5085001,-0.1296001,-0.2914999
4755,a18x-10.8,18,-10.8,18.1126995,-10.5087004,-0.1126995,-0.2912996
4756,a21.6x-10.8,21.6,-10.8,21.6970997,-10.5088997,-0.0970997,-0.2911003
4757,a25.2x-10.8,25.2,-10.8,25.2807007,-10.5092001,-0.0807007,-0.2907999
4758,a28.8x-10.8,28.8,-10.8,28.8624001,-10.5094004,-0.0624001,-0.2905996
4759,a32.4x-10.8,32.4,-10.8,32.4443016,-10.5095997,-0.0443016,-0.2904003
4760,a36x-10.8,36,-10.8,36.0289993,-10.5098,-0.0289993,-0.2902
4761,a39.6x-10.8,39.6,-10.8,39.614399,-10.5099001,-0.014399,-0.2900999
4762,a43.2x-10.8,43.2,-10.8,43.1968994,-10.5101004,0.0031006,-0.2898996
4763,a46.8x-10.8,46.8,-10.8,46.7778015,-10.5101995,0.0221985,-0.2898005
4764,a50.4x-10.8,50.4,-10.8,50.3611984,-10.5102997,0.0388016,-0.2897003
4765,a54x-10.8,54,-10.8,53.9476013,-10.5102997,0.0523987,-0.2897003
4766,a57.6x-10.8,57.6,-10.8,57.5329018,-10.5103998,0.0670982,-0.2896002
4767,a61.2x-10.8,61.2,-10.8,61.1137009,-10.5103998,0.0862991,-0.2896002
4768,a64.8x-10.8,64.8,-10.8,64.6940994,-10.5103998,0.1059006,-0.2896002
4769,a68.4x-10.8,68.4,-10.8,68.2801971,-10.5103998,0.1198029,-0.2896002
4770,a72x-10.8,72,-10.8,71.8675995,-10.5103998,0.1324005,-0.2896002
4771,a75.6x-10.8,75.6,-10.8,75.4509964,-10.5103998,0.1490036,-0.2896002
4772,a79.2x-10.8,79.2,-10.8,79.0311966,-10.5102997,0.1688034,-0.2897003
4773,a82.8x-10.8,82.8,-10.8,82.6138992,-10.5101995,0.1861008,-0.2898005
4774,a86.4x-10.8,86.4,-10.8,86.2018967,-10.5101004,0.1981033,-0.2898996
4775,a90x-10.8,90,-10.8,89.7893982,-10.5100002,0.2106018,-0.2899998
4776,a93.6x-10.8,93.6,-10.8,93.3713989,-10.5099001,0.2286011,-0.2900999
4777,a97.2x-10.8,97.2,-10.8,96.9522018,-10.5096998,0.2477982,-0.2903002
4778,a100.8x-10.8,100.8,-10.8,100.5390015,-10.5094995,0.2609985,-0.2905005
4779,a104.4x-10.8,104.4,-10.8,104.1289978,-10.5093002,0.2710022,-0.2906998
4780,a108x-10.8,108,-10.8,107.7160034,-10.5091,0.2839966,-0.2909
4781,a111.6x-10.8,111.6,-10.8,111.2959976,-10.5088997,0.3040024,-0.2911003
4782,a115.2x-10.8,115.2,-10.8,114.8779984,-10.5086002,0.3220016,-0.2913998
4783,a118.8x-10.8,118.8,-10.8,118.4690018,-10.5084,0.3309982,-0.2916
4784,a122.4x-10.8,122.4,-10.8,122.0599976,-10.5080996,0.3400024,-0.2919004
4785,a126x-10.8,126,-10.8,125.6429977,-10.5078001,0.3570023,-0.2921999
4786,a129.6x-10.8,129.6,-10.8,129.2220001,-10.5074997,0.3779999,-0.2925003
4787,a133.2x-10.8,133.2,-10.8,132.8070068,-10.5071001,0.3929932,-0.2928999
4788,a136.8x-10.8,136.8,-10.8,136.3990021,-10.5067997,0.4009979,-0.2932003
4789,a140.4x-10.8,140.4,-10.8,139.9859924,-10.5065002,0.4140076,-0.2934998
4790,a144x-10.8,144,-10.8,143.5659943,-10.5060997,0.4340057,-0.2939003
4791,a147.6x-10.8,147.6,-10.8,147.1459961,-10.5058002,0.4540039,-0.2941998
4792,a151.2x-10.8,151.2,-10.8,150.7359924,-10.5053997,0.4640076,-0.2946003
4793,a154.8x-10.8,154.8,-10.8,154.3280029,-10.5051003,0.4719971,-0.2948997
4794,a158.4x-10.8,158.4,-10.8,157.9129944,-10.5046997,0.4870056,-0.2953003
4795,a162x-10.8,162,-10.8,161.4909973,-10.5043001,0.5090027,-0.2956999
4796,a165.6x-10.8,165.6,-10.8,165.076004,-10.5039997,0.523996,-0.2960003
4797,a169.2x-10.8,169.2,-10.8,168.6719971,-10.5036001,0.5280029,-0.2963999
4798,a172.8x-10.8,172.8,-10.8,172.2669983,-10.5031996,0.5330017,-0.2968004
4799,a176.4x-10.8,176.4,-10.8,175.852005,-10.5029001,0.547995,-0.2970999
4800,a-180x-7.2,-180,-7.2,-178.9129944,-6.9299502,-1.0870056,-0.2700498
4801,a-176.4x-7.2,-176.4,-7.2,-175.3280029,-6.9282899,-1.0719971,-0.2717101
4802,a-172.8x-7.2,-172.8,-7.2,-171.7350006,-6.9258399,-1.0649994,-0.2741601
4803,a-169.2x-7.2,-169.2,-7.2,-168.1340027,-6.9224401,-1.0659973,-0.2775599
4804,a-165.6x-7.2,-165.6,-7.2,-164.5350037,-6.9177899,-1.0649963,-0.2822101
4805,a-162x-7.2,-162,-7.2,-160.9450073,-6.9115801,-1.0549927,-0.2884199
4806,a-158.4x-7.2,-158.4,-7.2,-157.3560028,-6.9035501,-1.0439972,-0.2964499
4807,a-154.8x-7.2,-154.8,-7.2,-153.7579956,-6.8931198,-1.0420044,-0.3068802
4808,a-151.2x-7.2,-151.2,-7.2,-150.1560059,-6.8800502,-1.0439941,-0.3199498
4809,a-147.6x-7.2,-147.6,-7.2,-146.5599976,-6.8636899,-1.0400024,-0.3363101
4810,a-144x-7.2,-144,-7.2,-142.973999,-6.8439798,-1.026001,-0.3560202
4811,a-140.4x-7.2,-140.4,-7.2,-139.3869934,-6.8203301,-1.0130066,-0.3796699
4812,a-136.8x-7.2,-136.8,-7.2,-135.7949982,-6.7932,-1.0050018,-0.4068
4813,a-133.2x-7.2,-133.2,-7.2,-132.2079926,-6.7628598,-0.9920074,-0.4371402
4814,a-129.6x-7.2,-129.6,-7.2,-128.6349945,-6.7309699,-0.9650055,-0.4690301
4815,a-126x-7.2,-126,-7.2,-125.0719986,-6.7009101,-0.9280014,-0.4990899
4816,a-122.4x-7.2,-122.4,-7.2,-121.5130005,-6.6749101,-0.8869995,-0.5250899
4817,a-118.8x-7.2,-118.8,-7.2,-117.9570007,-6.6423402,-0.8429993,-0.5576598
4818,a-115.2x-7.2,-115.2,-7.2,-114.4150009,-6.6178398,-0.7849991,-0.5821602
4819,a-111.6x-7.2,-111.6,-7.2,-110.8880005,-6.61027,-0.7119995,-0.58973
4820,a-108x-7.2,-108,-7.2,-107.3619995,-6.61268,-0.6380005,-0.58732
4821,a-104.4x-7.2,-104.4,-7.2,-103.8300018,-6.6321502,-0.5699982,-0.5678498
4822,a-100.8x-7.2,-100.8,-7.2,-100.2929993,-6.6670699,-0.5070007,-0.5329301
4823,a-97.2x-7.2,-97.2,-7.2,-96.7525024,-6.71069,-0.4474976,-0.48931
4824,a-93.6x-7.2,-93.6,-7.2,-93.1993027,-6.7574301,-0.4006973,-0.4425699
4825,a-90x-7.2,-90,-7.2,-89.6233978,-6.8235202,-0.3766022,-0.3764798
4826,a-86.4x-7.2,-86.4,-7.2,-86.0294037,-6.8662601,-0.3705963,-0.3337399
4827,a-82.8x-7.2,-82.8,-7.2,-82.4235001,-6.9163299,-0.3764999,-0.2836701
4828,a-79.2x-7.2,-79.2,-7.2,-78.8113022,-6.9628,-0.3886978,-0.2372
4829,a-75.6x-7.2,-75.6,-7.2,-75.1940002,-6.9847498,-0.4059998,-0.2152502
4830,a-72x-7.2,-72,-7.2,-71.5723038,-7.00246,-0.4276962,-0.19754
4831,a-68.4x-7.2,-68.4,-7.2,-67.9541016,-7.0050998,-0.4458984,-0.1949002
4832,a-64.8x-7.2,-64.8,-7.2,-64.3451996,-6.9998798,-0.4548004,-0.2001202
4833,a-61.2x-7.2,-61.2,-7.2,-60.7435989,-6.9912801,-0.4564011,-0.2087199
4834,a-57.6x-7.2,-57.6,-7.2,-57.1459999,-6.9809699,-0.4540001,-0.2190301
4835,a-54x-7.2,-54,-7.2,-53.5508003,-6.97048,-0.4491997,-0.22952
4836,a-50.4x-7.2,-50.4,-7.2,-49.9599991,-6.9607902,-0.4400009,-0.2392098
4837,a-46.8x-7.2,-46.8,-7.2,-46.3745003,-6.9524102,-0.4254997,-0.2475898
4838,a-43.2x-7.2,-43.2,-7.2,-42.7909012,-6.9453602,-0.4090988,-0.2546398
4839,a-39.6x-7.2,-39.6,-7.2,-39.2066994,-6.9397302,-0.3933006,-0.2602698
4840,a-36x-7.2,-36,-7.2,-35.6226006,-6.9352899,-0.3773994,-0.2647101
4841,a-32.4x-7.2,-32.4,-7.2,-32.0402985,-6.93191,-0.3597015,-0.26809
4842,a-28.8x-7.2,-28.8,-7.2,-28.4589996,-6.92939,-0.3410004,-0.27061
4843,a-25.2x-7.2,-25.2,-7.2,-24.8773994,-6.9275398,-0.3226006,-0.2724602
4844,a-21.6x-7.2,-21.6,-7.2,-21.2947006,-6.92627,-0.3052994,-0.27373
4845,a-18x-7.2,-18,-7.2,-17.7124004,-6.9253898,-0.2875996,-0.2746102
4846,a-14.4x-7.2,-14.4,-7.2,-14.1304998,-6.92487,-0.2695002,-0.27513
4847,a-10.8x-7.2,-10.8,-7.2,-10.5482998,-6.9245701,-0.2517002,-0.2754299
4848,a-7.2x-7.2,-7.2,-7.2,-6.9657502,-6.9244699,-0.2342498,-0.2755301
4849,a-3.6x-7.2,-3.6,-7.2,-3.3835101,-6.9245,-0.2164899,-0.2755
4850,a0x-7.2,0,-7.2,0.198633,-6.9246302,-0.198633,-0.2753698
4851,a3.6x-7.2,3.6,-7.2,3.78176,-6.92483,-0.18176,-0.27517
4852,a7.2x-7.2,7.2,-7.2,7.3652601,-6.9250798,-0.1652601,-0.2749202
4853,a10.8x-7.2,10.8,-7.2,10.9474001,-6.9253602,-0.1474001,-0.2746398
4854,a14.4x-7.2,14.4,-7.2,14.5292997,-6.9256601,-0.1292997,-0.2743399
4855,a18x-7.2,18,-7.2,18.1124001,-6.9259501,-0.1124001,-0.2740499
4856,a21.6x-7.2,21.6,-7.2,21.6968002,-6.92625,-0.0968002,-0.27375
4857,a25.2x-7.2,25.2,-7.2,25.2805004,-6.9265399,-0.0805004,-0.2734601
4858,a28.8x-7.2,28.8,-7.2,28.8621998,-6.9268198,-0.0621998,-0.2731802
4859,a32.4x-7.2,32.4,-7.2,32.4440994,-6.9270802,-0.0440994,-0.2729198
4860,a36x-7.2,36,-7.2,36.028801,-6.92732,-0.028801,-0.27268
4861,a39.6x-7.2,39.6,-7.2,39.6142006,-6.9275398,-0.0142006,-0.2724602
4862,a43.2x-7.2,43.2,-7.2,43.1968002,-6.9277501,0.0031998,-0.2722499
4863,a46.8x-7.2,46.8,-7.2,46.7776985,-6.9279299,0.0223015,-0.2720701
4864,a50.4x-7.2,50.4,-7.2,50.3610992,-6.9280901,0.0389008,-0.2719099
4865,a54x-7.2,54,-7.2,53.9474983,-6.9282398,0.0525017,-0.2717602
4866,a57.6x-7.2,57.6,-7.2,57.5327988,-6.92836,0.0672012,-0.27164
4867,a61.2x-7.2,61.2,-7.2,61.1136017,-6.9284701,0.0863983,-0.2715299
4868,a64.8x-7.2,64.8,-7.2,64.6940994,-6.9285598,0.1059006,-0.2714402
4869,a68.4x-7.2,68.4,-7.2,68.280098,-6.9286399,0.119902,-0.2713601
4870,a72x-7.2,72,-7.2,71.8675995,-6.9287,0.1324005,-0.2713
4871,a75.6x-7.2,75.6,-7.2,75.4509964,-6.92875,0.1490036,-0.27125
4872,a79.2x-7.2,79.2,-7.2,79.0311966,-6.9287801,0.1688034,-0.2712199
4873,a82.8x-7.2,82.8,-7.2,82.6138992,-6.9288001,0.1861008,-0.2711999
4874,a86.4x-7.2,86.4,-7.2,86.2018967,-6.9288101,0.1981033,-0.2711899
4875,a90x-7.2,90,-7.2,89.7894974,-6.9288001,0.2105026,-0.2711999
4876,a93.6x-7.2,93.6,-7.2,93.3714981,-6.9287701,0.2285019,-0.2712299
4877,a97.2x-7.2,97.2,-7.2,96.952301,-6.92873,0.247699,-0.27127
4878,a100.8x-7.2,100.8,-7.2,100.5390015,-6.9286799,0.2609985,-0.2713201
4879,a104.4x-7.2,104.4,-7.2,104.1299973,-6.9285998,0.2700027,-0.2714002
4880,a108x-7.2,108,-7.2,107.7160034,-6.9285102,0.2839966,-0.2714898
4881,a111.6x-7.2,111.6,-7.2,111.2959976,-6.9284,0.3040024,-0.2716
4882,a115.2x-7.2,115.2,-7.2,114.8789978,-6.9282799,0.3210022,-0.2717201
4883,a118.8x-7.2,118.8,-7.2,118.4690018,-6.9281402,0.3309982,-0.2718598
4884,a122.4x-7.2,122.4,-7.2,122.060997,-6.92799,0.339003,-0.27201
4885,a126x-7.2,126,-7.2,125.6439972,-6.9278302,0.3560028,-0.2721698
4886,a129.6x-7.2,129.6,-7.2,129.2220001,-6.92766,0.3779999,-0.27234
4887,a133.2x-7.2,133.2,-7.2,132.8079987,-6.9274902,0.3920013,-0.2725098
4888,a136.8x-7.2,136.8,-7.2,136.3990021,-6.92731,0.4009979,-0.27269
4889,a140.4x-7.2,140.4,-7.2,139.9869995,-6.9271302,0.4130005,-0.2728698
4890,a144x-7.2,144,-7.2,143.5659943,-6.92694,0.4340057,-0.27306
4891,a147.6x-7.2,147.6,-7.2,147.1459961,-6.9267602,0.4540039,-0.2732398
4892,a151.2x-7.2,151.2,-7.2,150.7359924,-6.9265699,0.4640076,-0.2734301
4893,a154.8x-7.2,154.8,-7.2,154.3280029,-6.9263802,0.4719971,-0.2736198
4894,a158.4x-7.2,158.4,-7.2,157.9129944,-6.9261899,0.4870056,-0.2738101
4895,a162x-7.2,162,-7.2,161.4920044,-6.9260001,0.5079956,-0.2739999
4896,a165.6x-7.2,165.6,-7.2,165.076004,-6.9258099,0.523996,-0.2741901
4897,a169.2x-7.2,169.2,-7.2,168.6719971,-6.9256201,0.5280029,-0.2743799
4898,a172.8x-7.2,172.8,-7.2,172.2669983,-6.9254098,0.5330017,-0.2745902
4899,a176.4x-7.2,176.4,-7.2,175.8529968,-6.92521,0.5470032,-0.27479
4900,a-180x-3.6,-180,-3.6,-178.9120026,-3.3585801,-1.0879974,-0.2414199
4901,a-176.4x-3.6,-176.4,-3.6,-175.326004,-3.3575599,-1.073996,-0.2424401
